ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
NA11894,1000 Genomes,CEU,EUR,female,true,true,-0.12217,-0.25143,-0.015534,0.086425,-0.0052894,0.0065969,-0.053843,-0.019698,-0.0013961,7.0156E-4,0.0034205,0.011043,-0.0027289,0.0046889,-0.0011232,-0.011572,0.0014465,-0.0011822,-0.0019252,-0.002065
NA11917,1000 Genomes,CEU,EUR,male,true,true,-0.12225,-0.24292,-0.01711,0.083246,-0.0065304,0.0014765,-0.058856,-0.017817,-0.0052521,-0.0069516,0.0059291,-0.0019815,-6.8519E-4,8.4772E-4,9.6985E-5,-0.015463,0.0011304,-7.9047E-4,-0.0010914,-0.0014561
NA11918,1000 Genomes,CEU,EUR,female,true,true,-0.12702,-0.24423,-0.02101,0.081778,-0.0058336,-4.4951E-4,-0.047913,-0.019253,-0.002034,0.0063805,-0.0061723,0.010067,-6.6713E-4,0.0011156,-0.0023549,-0.0092151,0.00291,-0.005039,6.5914E-4,0.0027861
NA11919,1000 Genomes,CEU,EUR,male,true,true,-0.1241,-0.24736,-0.014022,0.080298,-0.0074066,0.0059233,-0.048109,-0.014375,-0.0036957,-0.0046512,-0.0021206,0.0038181,-0.0041773,0.0011437,-0.0014519,-0.0096017,0.0066334,-0.010464,-0.003808,0.0045024
NA11920,1000 Genomes,CEU,EUR,female,true,true,-0.12111,-0.24856,-0.016692,0.08336,-0.0071665,0.0039099,-0.055362,-0.01884,-0.0045874,-0.00256,-3.4602E-4,0.0073808,0.0024311,0.0086876,-0.0058292,-0.0084153,0.0029103,-0.0032527,0.0024459,0.00724
NA11930,1000 Genomes,CEU,EUR,male,true,true,-0.12048,-0.24213,-0.017533,0.085199,-0.0071204,0.0035121,-0.044472,-0.015147,-0.0045793,-0.0023536,0.0027671,0.0023583,0.0023312,0.0079633,0.0022213,-0.010172,0.0019087,-0.0059794,0.0032663,0.0027082
NA11931,1000 Genomes,CEU,EUR,female,true,true,-0.12102,-0.24901,-0.019023,0.085371,-0.010174,-0.0019736,-0.059073,-0.026815,0.0033655,0.010703,-0.0028432,0.0061955,-0.0034299,0.0049478,-8.0925E-4,-0.0061468,0.0035406,-0.0024786,7.4704E-4,0.0019183
NA11932,1000 Genomes,CEU,EUR,male,false,false,-0.11987,-0.25145,-0.016339,0.085585,-0.0053859,0.0012089,-0.043952,-0.020946,-0.0018845,0.0028547,-0.0013806,0.0080591,8.7576E-4,0.0098793,-0.0039002,-0.0068264,0.001333,-0.0096097,0.0084843,0.0074414
NA11933,1000 Genomes,CEU,EUR,female,false,false,-0.12205,-0.24708,-0.015048,0.088952,-0.0051268,9.4204E-4,-0.044577,-0.011573,-8.582E-4,0.002425,-0.0041873,0.010143,-0.0027163,0.0099924,-0.0019721,-0.0031464,-8.7898E-4,-0.0061131,0.0044656,0.003397
NA11992,1000 Genomes,CEU,EUR,male,true,true,-0.12001,-0.24646,-0.016066,0.087159,-0.0080222,0.0013326,-0.042026,-0.015277,-0.001825,0.0060416,0.0019801,0.0027495,3.9685E-4,0.0096367,-0.003157,-0.0093975,0.006072,-0.0053421,-0.0031358,0.0011683
NA11993,1000 Genomes,CEU,EUR,female,true,true,-0.11849,-0.24548,-0.020983,0.091566,-0.0085814,-3.9297E-5,-0.056769,-0.019892,-0.0029439,0.0057136,-0.0046713,0.010606,-0.0046986,0.0047262,-0.0055369,-0.0045831,0.0028873,-0.0070714,-8.6881E-5,-0.0031929
NA11994,1000 Genomes,CEU,EUR,male,true,true,-0.12311,-0.24492,-0.021308,0.09122,-0.01143,-4.3015E-4,-0.055539,-0.020677,-0.0021661,-0.0013568,-0.0031189,0.010131,-7.0083E-4,0.0065824,-0.0051251,-0.010913,0.0022202,-0.0044555,0.0017022,0.0017278
NA11995,1000 Genomes,CEU,EUR,female,true,true,-0.11834,-0.25265,-0.017963,0.091959,-0.0064794,0.0011435,-0.051707,-0.018571,-0.003222,0.0025017,-0.0021713,0.01165,-0.0018867,0.0069776,-0.0022996,-0.0055923,6.8992E-4,-0.0020849,-0.0042505,-0.0031291
NA12003,1000 Genomes,CEU,EUR,male,true,true,-0.12676,-0.23864,-0.020296,0.081369,-0.010423,0.0018472,-0.072804,-0.02108,-0.0044816,8.0357E-4,0.0081126,-0.0055065,0.0033796,0.0056787,0.0012632,-0.015199,-0.0036729,-0.001351,0.0045437,0.0026656
NA12004,1000 Genomes,CEU,EUR,female,true,true,-0.12118,-0.2425,-0.014184,0.089456,-0.0097534,0.0035839,-0.042358,-0.016912,-1.7927E-4,0.0018698,9.3755E-4,0.0084357,-0.0052134,0.001695,0.0031105,-4.7481E-4,2.6995E-4,-0.0036233,8.707E-4,0.001126
NA12005,1000 Genomes,CEU,EUR,male,true,true,-0.1256,-0.25084,-0.013714,0.087211,-0.0092356,1.2053E-4,-0.056115,-0.0145,0.0011298,-0.0021705,7.5277E-4,0.013366,-0.0016898,0.0044778,-0.0019806,-0.0086285,-9.498E-4,-0.006233,-0.0013785,0.0078568
NA12006,1000 Genomes,CEU,EUR,female,true,true,-0.12336,-0.2463,-0.021634,0.083244,-0.011482,4.3177E-4,-0.055159,-0.022978,0.0017407,-6.1028E-4,3.7334E-4,0.010062,-0.0010544,0.0096543,0.001536,-0.0087996,-0.0010319,-0.0027566,-9.8734E-4,0.0045467
NA12043,1000 Genomes,CEU,EUR,male,true,true,-0.12399,-0.24652,-0.016943,0.087096,-0.0093007,0.0021302,-0.046098,-0.021507,-0.0046675,0.0034518,-0.0015475,0.0074149,-3.0827E-4,0.0027323,4.8909E-4,-0.0071511,-0.0024108,-0.0037538,0.0022622,0.0046608
NA12044,1000 Genomes,CEU,EUR,female,true,true,-0.12251,-0.25053,-0.01861,0.089221,-0.0065662,0.0023924,-0.057049,-0.015427,-0.0019087,0.0010931,-6.0723E-4,0.016719,-0.0049282,0.0057955,0.0021009,-0.0021165,0.0072721,-0.0048589,-5.9799E-4,0.005188
NA12045,1000 Genomes,CEU,EUR,male,true,true,-0.1196,-0.24515,-0.02394,0.090218,-0.006686,4.8843E-4,-0.050121,-0.022449,0.0011162,0.0065028,-0.0029813,0.0056658,-0.003026,0.0063684,-0.0014375,-0.0087188,-0.0023461,-0.0066972,0.0034628,-0.0016383
NA12046,1000 Genomes,CEU,EUR,female,true,true,-0.12137,-0.23935,-0.018404,0.088881,-0.0061741,9.2886E-4,-0.056631,-0.017362,0.0017891,0.0032972,0.0031456,0.0018962,0.0023597,0.0075039,-0.003785,-0.0084937,-0.0018607,0.0039479,-0.003967,0.0019147
NA12056,1000 Genomes,CEU,EUR,male,true,true,-0.1268,-0.24754,-0.020095,0.088667,-0.011163,0.0016326,-0.062969,-0.020728,-2.0254E-4,0.0047061,3.126E-4,0.0057859,-8.7157E-4,0.0051833,-0.0078306,-0.0047149,-2.0193E-4,-0.0088596,0.0023915,0.0073886
NA12057,1000 Genomes,CEU,EUR,female,true,true,-0.12257,-0.24466,-0.018285,0.085536,-0.0087633,0.0029522,-0.065831,-0.026258,-5.7669E-4,-0.0037854,0.0046226,0.0012822,-0.0010982,9.7098E-4,-0.0034118,-0.0063186,2.2914E-4,0.0022796,-0.0017602,9.866E-4
NA12058,1000 Genomes,CEU,EUR,female,false,false,-0.12198,-0.24973,-0.016774,0.088129,-0.0037687,0.0033842,-0.052204,-0.016596,-0.002137,-0.0036859,-2.5859E-4,0.012036,-0.0023016,0.0034586,-0.0023174,-0.0039092,2.5356E-4,-0.0077207,-1.8177E-4,0.0018284
NA12144,1000 Genomes,CEU,EUR,male,true,true,-0.12138,-0.24748,-0.01256,0.087144,-0.0083663,-2.5081E-4,-0.029872,-0.012787,-2.3858E-4,-0.0019485,-0.0024015,6.4563E-4,9.4362E-4,0.0011206,-4.1142E-4,-0.0012709,1.5599E-4,-0.0025499,-0.0024866,0.0044318
NA12145,1000 Genomes,CEU,EUR,female,true,true,-0.1214,-0.24818,-0.018463,0.08655,-0.0081333,0.002961,-0.055373,-0.01589,-0.0018499,-0.0025537,0.0045946,0.001772,-9.7062E-4,0.0012001,-0.001679,-0.011933,0.0012936,-0.0048604,-0.0019479,-0.0017536
NA12146,1000 Genomes,CEU,EUR,male,true,true,-0.11849,-0.24953,-0.020127,0.088107,-0.0054706,0.0014495,-0.053867,-0.018343,-0.0034424,4.9191E-4,-0.0037864,0.0087508,-0.0025831,9.5543E-5,4.3777E-4,-0.012862,0.003935,-0.0067608,-0.0014572,-0.006888
NA12154,1000 Genomes,CEU,EUR,male,true,true,-0.12651,-0.24529,-0.012517,0.084294,-0.0068499,0.0022162,-0.056816,-0.019358,-0.0017972,-0.0064315,0.0011244,0.0053485,0.0014232,0.00457,-0.0057575,-0.018097,0.0089009,-4.3092E-4,-1.459E-4,-0.0020971
NA12155,1000 Genomes,CEU,EUR,male,true,true,-0.12144,-0.24866,-0.016798,0.084626,-0.0047263,0.0034037,-0.058779,-0.018271,1.828E-4,0.0050624,-0.0030703,0.0099693,-0.0016194,6.2775E-4,-0.0036573,-0.0062757,0.0041539,-0.01316,0.0019684,0.0038606
NA12156,1000 Genomes,CEU,EUR,female,true,true,-0.12567,-0.24711,-0.016602,0.087587,-0.0038636,0.0021443,-0.052524,-0.020975,0.0015718,0.0021816,-0.0034392,0.013668,-4.7046E-4,0.0028162,-0.0048386,-0.012797,0.0040332,-0.010915,-0.0040054,-0.0039409
NA12234,1000 Genomes,CEU,EUR,female,true,true,-0.12382,-0.24814,-0.019485,0.089024,-0.011009,0.0036747,-0.045573,-0.018627,-0.0018391,0.0078948,-0.0045916,0.0090614,1.4804E-5,0.0081439,-0.0051216,-0.0090311,0.001121,-0.008935,-0.005208,0.0058772
NA12236,1000 Genomes,CEU,EUR,female,true,true,-0.12175,-0.24235,-0.01773,0.084984,-0.0096999,-0.0018448,-0.064487,-0.019994,-0.0030477,-0.0044545,0.0028733,0.0015572,0.0010539,0.0032373,-5.8783E-4,-0.0073181,-4.7793E-4,7.245E-4,0.0016209,0.0049237
NA12239,1000 Genomes,CEU,EUR,female,true,true,-0.1228,-0.24223,-0.019502,0.083973,-0.0071219,0.0036708,-0.05736,-0.02004,-0.0041012,-0.0080295,0.0073603,-3.0717E-4,-0.0016687,-9.7943E-4,-2.4057E-4,-0.011346,-0.0048866,0.0035014,0.0027297,9.607E-4
NA12248,1000 Genomes,CEU,EUR,male,true,true,-0.12592,-0.24399,-0.023339,0.08543,-0.0097704,-8.7004E-5,-0.077163,-0.01701,-0.0040018,-0.0039466,0.010057,-0.0094438,0.0014339,0.0012676,-0.0016626,-0.013586,-0.0030766,0.0070238,0.001546,0.0065565
NA12249,1000 Genomes,CEU,EUR,female,true,true,-0.12947,-0.24002,-0.018975,0.080933,-0.0097643,0.0022047,-0.068524,-0.021686,-0.0076819,-0.0089175,0.0052835,-0.0028823,0.0013115,0.0038078,-0.0047006,-0.018534,-4.4915E-4,0.0074853,0.0019245,0.0046903
NA12264,1000 Genomes,CEU,EUR,male,true,true,-0.1228,-0.24797,-0.016881,0.081161,-0.0052711,-1.8123E-5,-0.048947,-0.016346,-0.0041036,0.0012068,-0.001128,5.0153E-4,-0.0018894,0.00348,-0.002634,-0.0080959,1.4879E-4,-0.0025499,0.0014381,0.0025243
NA12272,1000 Genomes,CEU,EUR,male,true,true,-0.12411,-0.24993,-0.014388,0.088744,-0.0062508,-0.0014763,-0.041737,-0.012649,-0.0020099,-0.0022525,-0.0032124,0.015994,-0.0028031,0.01215,-8.5958E-4,-0.0079977,0.0067722,-0.010381,0.0026591,0.0067455
NA12273,1000 Genomes,CEU,EUR,female,true,true,-0.11804,-0.24444,-0.013331,0.082334,-0.0072721,0.0018094,-0.046265,-0.01413,4.3912E-4,0.0019172,0.0012103,2.1032E-4,0.003539,0.003889,-0.0034392,-0.012762,0.0042604,-0.0097317,0.0030557,0.011896
NA12274,1000 Genomes,CEU,EUR,male,true,true,-0.12494,-0.24715,-0.017517,0.085237,-0.007269,0.0036779,-0.051426,-0.019841,-6.3504E-4,0.004343,-0.0040025,0.0069725,-0.0051569,0.0083258,-0.00552,-0.0081479,0.0074774,-0.010084,0.0064324,-1.4205E-4
NA12275,1000 Genomes,CEU,EUR,female,true,true,-0.12198,-0.24852,-0.022779,0.08817,-0.010024,0.0023364,-0.054719,-0.021309,-0.0016102,0.00779,0.002597,0.0086864,-0.0046621,0.007223,-7.9787E-4,-0.0070115,7.0308E-4,-0.0039064,-7.1256E-4,0.003998
NA12282,1000 Genomes,CEU,EUR,male,false,false,-0.11865,-0.24996,-0.018649,0.090306,-0.0070099,0.0011637,-0.031152,-0.010637,-0.0019713,7.1919E-4,-0.001654,0.0015474,0.0017472,0.0025875,0.0027915,-0.0026859,0.0061264,6.1581E-4,-0.0023865,0.0054655
NA12283,1000 Genomes,CEU,EUR,female,false,false,-0.1162,-0.24616,-0.017477,0.086614,-0.0097046,-5.1737E-4,-0.036085,-0.017642,1.7404E-4,0.0042676,-0.0029351,0.005637,-0.0012476,0.0039922,-3.6098E-4,-0.0074373,0.0034448,-0.0068346,0.0016074,-3.3353E-4
NA12286,1000 Genomes,CEU,EUR,male,true,true,-0.12073,-0.23721,-0.012067,0.080078,-0.0075769,0.0049044,-0.046068,-0.0084539,9.7245E-4,-0.0056989,0.00927,-0.0054211,0.0012966,5.6527E-4,-0.0024942,-0.016452,0.0052582,-1.5073E-4,0.0023734,0.0056
NA12287,1000 Genomes,CEU,EUR,female,true,true,-0.1223,-0.24826,-0.017072,0.088539,-0.0051719,4.7365E-4,-0.045886,-0.015681,-7.7161E-4,-0.0023462,-6.7762E-4,0.0068907,5.577E-4,0.0066218,4.142E-4,-0.010261,0.0026795,-0.015798,-0.0010944,0.010014
NA12329,1000 Genomes,CEU,EUR,female,false,false,-0.12173,-0.24727,-0.021848,0.092535,-0.0072507,0.0038031,-0.052666,-0.017211,-0.0014596,0.0084065,2.5721E-4,0.010022,-0.0015769,0.0075797,-0.0047696,-0.0028403,0.002953,-0.0012893,0.0028117,0.0037421
NA12335,1000 Genomes,CEU,EUR,male,false,false,-0.11937,-0.24806,-0.018092,0.086263,-0.00836,3.0843E-4,-0.051389,-0.017621,4.7824E-4,-0.001639,0.0011181,0.0061734,0.0020738,0.0060519,-0.0015368,-0.016141,-0.004081,-0.0082472,-0.0012378,0.0015273
NA12336,1000 Genomes,CEU,EUR,female,true,false,-0.12136,-0.24686,-0.019188,0.086222,-0.0086795,-0.0021746,-0.053597,-0.017655,-0.0039995,0.002401,8.5683E-4,0.010807,-0.0013492,0.0055611,-6.2331E-4,-0.010976,9.8066E-4,-0.0073916,0.0038793,0.0065003
NA12340,1000 Genomes,CEU,EUR,male,true,true,-0.12223,-0.24758,-0.015948,0.089554,-0.007739,0.0014282,-0.052963,-0.016612,-0.0032966,-0.0025577,4.0298E-4,0.006275,0.0030254,0.0080524,3.5398E-4,-0.0079009,-0.0029629,-0.0030127,-0.002849,0.0038499
NA12341,1000 Genomes,CEU,EUR,female,true,true,-0.11532,-0.24832,-0.015692,0.086591,-0.0083612,-6.2463E-4,-0.054024,-0.016136,0.0044875,-0.0028192,0.0017984,0.0035263,0.0035639,0.0036071,-0.0028149,-0.017556,-0.003093,-0.0066815,0.0041836,0.0042327
NA12342,1000 Genomes,CEU,EUR,male,true,true,-0.12148,-0.2512,-0.020004,0.085219,-0.0054682,1.4894E-4,-0.056915,-0.022719,-0.0028436,-5.1478E-5,-7.4587E-4,0.004846,-0.0033333,0.0017521,-8.3034E-4,-0.013558,0.0037845,-0.0046282,-0.0010846,-0.0020729
NA12343,1000 Genomes,CEU,EUR,female,true,true,-0.12013,-0.24347,-0.017235,0.087208,-0.014091,-3.6962E-5,-0.047911,-0.013401,-0.0026792,0.0031203,0.0043461,0.011318,0.0032064,0.0066456,-0.0018382,-0.0076959,-6.7235E-4,-0.0081115,0.0043679,0.0084806
NA12344,1000 Genomes,CEU,EUR,male,false,false,-0.12498,-0.24163,-0.016793,0.085238,-0.0037458,0.0020238,-0.061048,-0.014566,-0.0045236,-0.0044498,0.0018263,0.0026582,0.0019678,0.0017455,-5.7221E-5,-0.0077371,-0.0025023,-0.0021941,-0.0015666,0.0042302
NA12347,1000 Genomes,CEU,EUR,male,true,true,-0.1253,-0.24522,-0.018283,0.085489,-0.0078944,0.0024126,-0.063935,-0.017398,-0.0060246,-0.010386,0.0025233,0.0023718,0.0015138,0.0012515,-0.0028743,-0.0061001,0.0010018,0.0019322,-0.0028216,0.0078009
NA12348,1000 Genomes,CEU,EUR,female,true,true,-0.12454,-0.24146,-0.0245,0.085611,-0.0054311,6.0092E-4,-0.057438,-0.012367,-0.0011365,1.129E-4,-5.0972E-5,0.0062292,0.0025889,0.0019555,-3.7942E-4,-0.0082958,-0.0060105,-0.0011096,0.0020485,0.0093309
NA12376,1000 Genomes,CEU,EUR,female,false,false,-0.11928,-0.24822,-0.018753,0.08201,-0.010395,-0.0017443,-0.051363,-0.016806,5.3487E-4,0.0036049,0.0013162,0.010341,-0.0032455,0.0074735,0.0011103,-0.0109,6.3812E-4,-0.0018538,-6.7279E-5,0.0028953
NA12383,1000 Genomes,CEU,EUR,female,false,false,-0.12261,-0.24967,-0.012696,0.088408,-0.004576,7.0748E-4,-0.037533,-0.015559,-0.0026083,0.0017403,-0.0074501,0.011627,0.0021282,4.7856E-4,-0.0026832,-0.006621,0.0047774,-0.0073723,2.7727E-4,0.0080352
NA12386,1000 Genomes,CEU,EUR,female,false,false,-0.12219,-0.24974,-0.023069,0.090081,-0.010939,0.0038787,-0.05093,-0.021882,-0.0013322,0.004146,-0.0070146,0.013475,-0.0017029,0.0052996,-0.0039189,-0.0071304,0.005119,-0.010745,-0.0010018,6.1406E-4
NA12399,1000 Genomes,CEU,EUR,male,true,true,-0.12214,-0.24972,-0.02109,0.087983,-0.0083454,0.0062095,-0.056872,-0.022856,-0.002053,0.0032982,-0.0028229,0.013918,-0.0014982,0.0038329,-0.0079806,-0.0049319,0.0064922,-0.011429,-0.0039428,0.0045835
NA12400,1000 Genomes,CEU,EUR,female,true,true,-0.12389,-0.25112,-0.023086,0.08856,-0.0098348,0.0042905,-0.04754,-0.021716,-0.0011918,0.0031726,-0.0077899,0.0081919,-0.0020383,0.0086878,-4.5891E-4,-0.011042,0.0039302,-0.012303,-0.0021773,-0.0013375
NA12413,1000 Genomes,CEU,EUR,male,true,false,-0.12255,-0.24565,-0.017976,0.086196,-0.0076851,0.0029219,-0.03524,-0.01706,0.0027742,0.0071533,-0.0010926,0.0078024,-0.0016971,0.0053986,-0.0016283,-0.0087146,-7.1656E-4,-0.0058507,-2.8059E-4,-8.9588E-4
NA12414,1000 Genomes,CEU,EUR,female,true,false,-0.12143,-0.24549,-0.020575,0.085425,-0.0090507,0.0021929,-0.055561,-0.018172,-0.0041235,0.0066953,0.0044183,0.0097797,-0.0020037,3.9044E-4,-0.0037805,-0.0072234,-0.0018605,-0.0078964,0.0024825,-0.0033735
NA12485,1000 Genomes,CEU,EUR,male,false,false,-0.12331,-0.24296,-0.017436,0.084321,-0.0074303,0.0015309,-0.042962,-0.01436,2.6656E-4,0.0034109,-0.001509,0.0074094,-0.0031369,0.0022105,-0.0053558,-0.0098149,1.3516E-5,-0.0069354,-0.0019069,-0.005278
NA12489,1000 Genomes,CEU,EUR,female,true,true,-0.11871,-0.24608,-0.016278,0.087459,-0.01191,3.7774E-4,-0.051641,-0.01324,-0.0011599,0.003111,9.2653E-4,0.011098,-0.0034201,0.0050218,-0.0016154,-0.010017,0.0012885,6.2889E-4,-0.0065967,0.0057348
NA12546B,1000 Genomes,CEU,EUR,male,true,true,-0.12012,-0.24579,-0.018694,0.082085,-0.007234,2.3226E-4,-0.050556,-0.014958,0.0013524,0.0039603,0.0015265,0.0063818,-0.0031768,0.0081639,-8.3571E-4,-0.0097394,1.0481E-4,-0.0050497,0.0016057,3.1815E-4
NA12707,1000 Genomes,CEU,EUR,male,false,false,-0.11982,-0.24573,-0.022416,0.084488,-0.005496,-3.5166E-4,-0.056481,-0.017775,0.0010451,1.7787E-4,-0.0013736,0.0036706,-0.0021425,0.0038154,-6.112E-4,-0.015872,0.0025295,-1.4037E-4,0.0024927,7.0106E-4
NA12716,1000 Genomes,CEU,EUR,male,true,true,-0.12352,-0.253,-0.021619,0.085892,-0.007364,0.0041175,-0.057991,-0.017876,0.0027503,-0.0015066,-1.5067E-4,0.0028849,-0.0021082,0.0052401,-0.0033494,-0.011187,-5.155E-4,0.0049504,0.0038123,0.0016059
NA12717,1000 Genomes,CEU,EUR,female,true,true,-0.12073,-0.24687,-0.020214,0.08973,-0.0092161,0.0011642,-0.053593,-0.01883,-0.003027,0.002498,7.3352E-4,0.0017963,-0.0023718,0.0042359,0.0014756,-0.019434,-7.5159E-5,-0.0034973,0.0015545,-1.6233E-4
NA12718,1000 Genomes,CEU,EUR,female,false,false,-0.12117,-0.24839,-0.017517,0.089466,-0.0065221,-0.0012894,-0.050105,-0.01847,-0.0015781,0.0069817,0.0032839,0.0087263,-0.0016405,0.0076689,-0.0023422,-0.0085894,0.0032573,-0.0037678,0.0047192,0.0051168
NA12739,1000 Genomes,CEU,EUR,male,false,false,-0.1247,-0.24661,-0.018209,0.089339,-0.010072,-0.00266,-0.049547,-0.018306,1.5746E-4,0.0012155,-7.3838E-4,0.010289,-0.0051352,0.0012599,-0.0033893,-0.0086844,8.8014E-4,-0.003433,0.0025011,0.0064436
NA12740,1000 Genomes,CEU,EUR,female,false,false,-0.12122,-0.24598,-0.014971,0.081724,-0.010726,0.0039918,-0.046409,-0.019372,-8.0809E-4,0.0041318,-0.0027529,0.0062059,8.113E-4,0.0076012,-0.0047147,-0.0018195,0.0023953,-0.0029418,0.0022655,0.009339
NA12748,1000 Genomes,CEU,EUR,male,true,true,-0.12426,-0.24174,-0.017903,0.092351,-0.0099512,0.0031663,-0.054253,-0.016607,-4.4353E-4,0.0054435,0.0026956,0.010833,-0.0024574,9.295E-4,-0.0016971,-0.011606,0.0045324,-0.0016075,-5.3333E-4,0.0076845
NA12749,1000 Genomes,CEU,EUR,female,true,true,-0.12333,-0.24955,-0.018669,0.085211,-0.0070197,-0.0015708,-0.05049,-0.020934,-0.0010649,0.0022913,-0.0027322,0.012334,-0.0048337,0.0030903,-0.0034935,-0.0049225,-0.0043799,-0.0066101,0.0025554,0.0079296
NA12750,1000 Genomes,CEU,EUR,male,true,true,-0.12182,-0.24531,-0.015382,0.087144,-0.010674,-2.7306E-4,-0.04416,-0.019133,0.0021138,0.0087687,-0.0031743,4.1396E-4,0.0018133,0.0076032,-0.0019237,-0.0028831,0.0036774,-0.0058008,-0.0012777,0.0063582
NA12751,1000 Genomes,CEU,EUR,female,true,true,-0.12164,-0.24807,-0.016696,0.082905,-0.0082635,0.0063163,-0.05951,-0.020917,-0.0047881,-0.0036247,4.947E-4,0.0076227,-0.0035235,0.0075416,-0.0076833,-0.0034915,-0.0015559,-0.0020106,0.0056933,0.0090647
NA12752,1000 Genomes,CEU,EUR,male,false,false,-0.12056,-0.25,-0.016432,0.085992,-0.0075188,0.0032201,-0.049541,-0.013498,-6.6107E-4,2.2812E-4,-0.0049498,0.0065164,-0.0030452,0.0050966,-0.0016687,-0.0045204,0.0049722,-0.0065395,0.0012585,8.7814E-4
NA12753,1000 Genomes,CEU,EUR,female,false,false,-0.12337,-0.24349,-0.014627,0.084615,-0.0070455,0.0046228,-0.048463,-0.016124,-6.7739E-4,-0.0024231,-0.0037036,0.0070513,-0.0013117,0.0010764,1.8324E-4,-0.0099451,0.0010587,0.0015376,-0.0048658,0.0053842
NA12760,1000 Genomes,CEU,EUR,male,true,true,-0.11908,-0.24513,-0.012925,0.080116,-0.0079111,0.0029949,-0.050505,-0.013456,6.3295E-4,7.1372E-4,-2.9569E-4,0.0050085,0.0026346,0.0027035,-0.0050694,-0.0038673,0.0054399,-0.0098363,0.0024173,-0.0013225
NA12761,1000 Genomes,CEU,EUR,female,true,true,-0.12027,-0.24655,-0.020601,0.086652,-0.0053561,0.0024965,-0.052366,-0.021649,6.1854E-4,0.0017192,-0.0041516,0.0087755,-0.0080906,0.0068281,-6.0078E-5,-0.0056719,0.0050137,-0.0035243,0.0018468,0.0025108
NA12762,1000 Genomes,CEU,EUR,male,true,true,-0.12612,-0.24542,-0.015141,0.085456,-0.0060168,0.0025016,-0.053206,-0.02168,-6.5839E-5,-0.0042525,-0.0068836,0.007562,-0.0032856,0.0031211,6.201E-4,-0.0089384,0.0063187,-0.0038867,-0.0021679,0.0075586
NA12763,1000 Genomes,CEU,EUR,female,true,true,-0.1214,-0.2439,-0.016915,0.084617,-0.013879,0.0041692,-0.04317,-0.015406,1.8793E-4,0.0033479,-0.0030686,0.0069157,-0.0021879,0.0045699,-0.0024491,-0.00872,-5.8263E-4,4.8796E-6,-0.0049395,0.0040101
NA12766,1000 Genomes,CEU,EUR,male,false,false,-0.12356,-0.24884,-0.017686,0.08455,-0.0093116,0.0017539,-0.053322,-0.020842,4.5751E-4,0.002074,-0.0054655,0.0029611,-0.001413,0.0048991,-0.0060373,-0.010712,5.8175E-4,-0.0059525,-0.0045368,-8.545E-4
NA12767,1000 Genomes,CEU,EUR,female,false,false,-0.12374,-0.25062,-0.018894,0.086273,-0.0060146,0.0011953,-0.048324,-0.017999,-0.0034925,0.0041798,-0.0041681,0.0068011,-0.0029985,0.0092493,-0.0019641,-0.010256,0.012197,-0.0074974,-0.0012698,0.0046143
NA12775,1000 Genomes,CEU,EUR,male,true,true,-0.12607,-0.25315,-0.016229,0.083475,-0.0095876,0.0019374,-0.05559,-0.019825,0.0024404,-7.8702E-4,-0.0062614,0.0083463,-3.0826E-4,0.0068399,-0.0021327,-0.0080605,0.0016835,-0.0072966,-0.0062604,-0.0025644
NA12776,1000 Genomes,CEU,EUR,female,true,true,-0.12159,-0.24572,-0.020611,0.086337,-0.010712,0.0026839,-0.059055,-0.02362,-0.0039023,8.4925E-4,5.1913E-4,-0.0028584,-0.0018147,0.0028846,-0.0056927,-0.013196,0.0032697,-2.0991E-4,-0.0035595,0.0033648
NA12777,1000 Genomes,CEU,EUR,male,true,true,-0.12528,-0.24775,-0.014965,0.089639,-0.0084317,7.9479E-4,-0.052098,-0.017682,-0.0044757,0.0058213,-0.0039102,0.011108,-0.0012147,0.0052354,2.756E-4,-0.0082266,0.011883,-0.0052846,0.0028045,0.0095232
NA12778,1000 Genomes,CEU,EUR,female,true,true,-0.12261,-0.24998,-0.021362,0.08664,-0.001308,0.0011112,-0.049771,-0.016446,4.9043E-5,4.9036E-5,-0.0010405,5.916E-4,-0.0010774,0.010912,-0.0013672,-0.010551,0.0069607,-0.0086344,-0.0064504,1.1551E-4
NA12801,1000 Genomes,CEU,EUR,male,false,false,-0.12273,-0.25186,-0.018353,0.088974,-0.0069037,0.0030156,-0.0458,-0.019734,2.1977E-4,-0.0043548,-0.0043316,0.0078665,-9.7977E-4,0.0052038,-5.9122E-4,-0.011615,0.0047328,-0.007929,-0.0018895,0.003007
NA12802,1000 Genomes,CEU,EUR,female,false,false,-0.12744,-0.25018,-0.01996,0.081011,-0.009591,0.0027431,-0.063233,-0.020957,-3.584E-4,-0.0026336,0.001071,0.0016779,-0.0024209,0.0094291,-0.0013396,-0.0093056,0.011022,-0.0015422,3.1656E-4,0.0032631
NA12812,1000 Genomes,CEU,EUR,male,true,true,-0.12405,-0.25009,-0.014478,0.090502,-0.0079058,0.0026785,-0.05621,-0.018259,-4.3685E-4,-0.0055424,-0.0035783,0.0051361,-4.3577E-4,0.0051108,-0.0013031,-0.014071,0.0029801,-0.0059045,-0.0035907,0.0027982
