ind,pop,super_pop,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
"NA19437",LWK,AFR,female,0.0302154,-0.00420441,-4.99854e-4,-0.0056389,-0.0129801,-0.00893907,-0.0633144,-0.0111771,0.0265261,0.00499755
"NA19438",LWK,AFR,female,0.0311671,-0.00468996,1.50553e-4,-0.00330607,-0.00983523,-0.0163511,-0.0619123,-0.0160351,0.00470894,0.0193994
"NA19439",LWK,AFR,female,0.0320776,-0.00434268,-0.00147315,-0.005931,-0.0129336,-0.0161478,-0.0511264,-0.00224829,-0.00753758,0.0241187
"NA19440",LWK,AFR,female,0.0322454,-0.00451334,0.00124928,-0.0021676,-0.018958,-0.0143681,-0.0534529,-0.0112314,0.0113661,-0.00918345
"NA19443",LWK,AFR,male,0.0308706,-0.0040554400000000004,0.00299059,-4.49902e-4,-0.00953741,-0.0141138,-0.0444486,-0.0156635,-0.0230583,0.016252
"NA19445",LWK,AFR,female,0.0310886,-0.00499645,3.58926e-4,-0.00174257,-0.015053,-0.0135313,-0.0566859,-0.0226243,-0.0114463,7.53668e-4
"NA19446",LWK,AFR,female,0.0329092,-0.00356788,0.00149709,-0.00146169,-1.58028e-4,-0.0175394,-0.0364656,-0.0245536,-0.0366178,-0.00135876
"NA19448",LWK,AFR,male,0.0318403,-0.00327124,5.34419e-5,-0.00276898,-0.0135457,-0.0187688,-0.0561237,-0.0081404,0.0111291,0.00177121
"NA19449",LWK,AFR,female,0.0317226,-0.00455578,-5.25653e-4,-0.00333178,-0.0190919,-0.0112279,-0.0407642,-0.0153466,-0.0159848,-0.0112176
"NA19451",LWK,AFR,male,0.0320153,-0.00419319,0.00283092,-0.00247176,-0.0206637,-0.0129873,-0.0510691,-0.0322611,-0.0371808,0.0027587
"NA19452",LWK,AFR,male,0.0310773,-0.00490414,0.00220734,-0.00214667,-0.00789806,-0.0222641,-0.0542277,-0.023857,-0.0371416,-0.011172
"NA19454",LWK,AFR,male,0.0328642,-0.0038779,-5.62496e-4,-0.00146727,-0.0185985,-0.0186772,-0.0483237,-0.0108806,-0.0221903,-0.0083714
"NA19455",LWK,AFR,male,0.0315826,-0.00341658,0.0020272,8.54733e-4,-0.0132918,-0.0105552,-0.0582474,-0.00882429,0.011296,-0.0113485
"NA19456",LWK,AFR,female,0.0322449,-0.00480865,-0.00107768,-0.00228608,-0.00482218,-0.0194161,-0.0619853,-0.0269642,-0.027585,-0.0106596
"NA19457",LWK,AFR,female,0.0323936,-0.00376536,0.00152393,-0.00194082,-0.0128988,-0.0186994,-0.0371297,-0.0188658,-0.0210448,-0.00649843
"NA19461",LWK,AFR,male,0.0319378,-0.00423735,0.00235528,-0.00425634,-0.0104291,-0.0104902,-0.0639175,-0.0107904,0.00866926,-0.004583
"NA19462",LWK,AFR,female,0.0335583,-0.00383632,-6.58387e-4,-0.00215484,-0.00815051,-0.0224951,-0.0578494,-0.0129125,-0.00457363,-0.00377719
"NA19463",LWK,AFR,female,0.0322917,-0.00419797,0.00424135,-9.74547e-4,-0.0123111,-0.0167237,-0.0441193,-0.0103381,-0.0379783,0.00230907
"NA19466",LWK,AFR,male,0.031979,-0.00426229,0.00319573,-0.00184169,-0.00876316,-0.0183032,-0.0480993,-0.0165125,-0.0413366,0.0102361
"NA19467",LWK,AFR,female,0.0319662,-0.00432848,-1.51016e-4,-0.00243592,-0.0189172,-0.0109467,-0.0566033,-0.0124258,-0.0143652,4.42512e-4
"NA19468",LWK,AFR,female,0.0324721,-0.00509797,-0.0011031,-9.6618e-4,-0.0103474,-0.0151409,-0.0604135,-0.00862335,0.00599462,-0.00155962
"NA19471",LWK,AFR,female,0.0310835,-0.00336936,0.00319542,-0.00394625,-0.0215438,-0.0543559,-0.0430747,0.0181679,-0.00141042,0.012665
"NA19472",LWK,AFR,female,0.0327292,-0.004712,0.00548556,-0.00281216,-0.0262663,-0.0504975,-0.0360898,0.0186518,-0.0323712,0.0118547
"NA19473",LWK,AFR,female,0.0329124,-0.00319672,0.00529283,-0.00202959,-0.0196297,-0.0408898,-0.0283015,0.0290317,-0.0305535,0.0204668
"NA19474",LWK,AFR,female,0.0327235,-0.00529193,0.00224887,-0.00453198,-0.0276558,-0.0585068,-0.0392737,0.0308748,0.00598808,-0.00442357
"NA19475",LWK,AFR,female,0.0327537,-0.00378251,0.00114268,-0.00184434,-0.00702459,-0.0209335,-0.0489841,-0.00401706,-0.00752982,0.00993276
"NA19625",ASW,AFR,female,0.0245669,-0.00658869,0.0107624,0.0104469,-0.0263245,-0.0406454,-0.00768601,0.016741,0.0208776,-0.00798595
"NA19648",MXL,AMR,female,-0.00933169,0.0240784,0.0143893,-0.00391874,-0.0169353,-0.0106822,-0.00424068,0.0458684,0.013648,0.00364127
"NA19649",MXL,AMR,male,-0.0107759,0.0136495,0.0157681,0.0104699,-0.0218611,-0.0184044,0.00828093,0.037726,0.014357,-0.00505306
"NA19651",MXL,AMR,female,-0.00928834,0.00981908,0.0250139,0.0247774,-0.00914372,-0.0178966,0.00627283,0.0342223,0.0124698,0.0157009
"NA19652",MXL,AMR,male,-0.0106185,0.0122237,0.0237466,0.0158203,-0.00887147,-0.0167663,-0.00680115,0.0333259,0.0157081,0.00456662
"NA19654",MXL,AMR,female,-0.00887495,-3.39833e-4,0.0272558,0.0441881,0.00647373,-0.0235845,0.00682624,0.0291516,0.0169373,0.0368659
"NA19655",MXL,AMR,male,-0.00504394,0.0111769,0.0186674,0.0123963,-0.00524917,-0.0203369,0.0109433,0.0258734,-0.0253633,-0.00470317
"NA19657",MXL,AMR,female,-0.0116687,0.00228446,0.0300116,0.0401174,-0.0139249,-0.0158723,-0.0091376,0.0223068,0.0387523,0.00593032
"NA19658",MXL,AMR,male,-0.00922082,0.0125456,0.0174815,0.00578728,-0.0220839,-0.0118741,-0.00486915,0.0313709,0.00690244,0.0189662
"NA19661",MXL,AMR,male,-0.00975839,0.00309057,0.028343900000000002,0.0422943,-0.00685057,-0.0272118,-0.00629513,0.0383138,0.0118955,-0.0213058
"NA19663",MXL,AMR,female,-0.013516,-0.0040253,0.0410909,0.066835,-0.0078773,-0.0385623,0.00958174,0.0117045,-0.0064865,-0.00344063
"NA19664",MXL,AMR,male,-0.00842913,0.00407053,0.0257168,0.0324125,-0.00338349,-0.025857,0.00586793,0.0237332,0.00329414,0.0345422
"NA19669",MXL,AMR,female,-0.011835,0.0175851,0.0204935,0.00779588,-0.0106752,0.00506449,-0.0161017,0.0433226,0.0366782,-0.00413902
"NA19670",MXL,AMR,male,-0.0109834,0.0170311,0.0201512,0.00884517,-0.0113511,-0.0147976,0.00328196,0.0272327,0.0232996,0.0436319
"NA19676",MXL,AMR,male,-0.00509384,0.0185127,0.0125775,-0.00593495,-0.00448629,-0.01876,0.00407355,0.0362801,-8.96831e-4,0.018032
"NA19678",MXL,AMR,female,-0.00645582,0.0198215,0.0183462,-0.00778399,0.0140508,-0.00361226,-0.00504114,0.0320089,-0.0139926,0.00238905
"NA19679",MXL,AMR,male,-0.00980583,0.0247113,0.0167463,-0.0102207,-0.00466327,-0.00798321,-0.00951728,0.050142,0.00661351,-0.015598
"NA19681",MXL,AMR,female,-0.00880952,0.00345316,0.0284788,0.0441668,0.00191294,-0.0249789,0.0176728,0.0227322,-0.00863384,0.0125338
"NA19682",MXL,AMR,male,-0.0102354,0.00891215,0.0289464,0.021101,-0.0057119,-0.0082554,-0.0115539,0.0430282,0.0397837,0.015807
"NA19684",MXL,AMR,female,-0.0103926,0.0179035,0.0169352,-0.00791832,-0.0222634,-0.0176878,0.00467305,0.0145231,0.0411598,0.0236201
"NA19700",ASW,AFR,male,0.0198463,0.00486653,0.00532389,-0.0050304,-0.00657035,-0.0303541,0.00918364,0.0047411,-0.00758372,0.00469664
"NA19701",ASW,AFR,female,0.0216417,0.00463481,0.00389269,7.23224e-4,-0.0123267,-0.036681,-0.00119062,0.0018644,-0.0130395,-0.009751
"NA19703",ASW,AFR,male,0.0249264,0.0047376,0.00494249,-0.00992803,-0.0299183,-0.0288959,-0.00375804,0.0130552,8.98203e-4,-0.0212791
"NA19704",ASW,AFR,female,0.0291237,-4.97267e-4,0.00551076,-0.00307789,-0.00550437,-0.0278769,0.00685331,0.0221448,-0.00580371,0.0286726
"NA19707",ASW,AFR,female,0.0253,-0.00212499,0.00694436,0.00373619,-0.0145714,-0.0291675,-0.00468617,0.0276946,-0.0256663,-0.0121119
"NA19711",ASW,AFR,male,0.0327101,-0.00394804,0.002576,-0.00235319,-0.00725026,-0.0385058,-0.00203284,0.0225643,-0.0112788,0.0190624
"NA19712",ASW,AFR,female,0.0251437,0.0012092,0.00454134,-0.00583987,-0.0143277,-0.030703,-0.0147246,0.0179128,-0.0115292,-0.0063332
"NA19713",ASW,AFR,female,0.0173531,0.00575557,0.00702854,-0.00776017,-0.0137792,-0.0188117,0.00156332,0.0346952,0.0174443,0.00551158
"NA19716",MXL,AMR,female,-0.0130597,-0.00293973,0.0343636,0.0543377,0.0050018,-0.0302898,0.010635,0.0224026,-0.0282281,0.0236857
"NA19717",MXL,AMR,male,-0.00913894,0.00266898,0.0242803,0.0393315,-0.00616022,-0.0181524,0.0148884,0.0255555,-0.028083,0.0174782
"NA19719",MXL,AMR,female,-0.011535,0.00390286,0.029242,0.0433031,-0.00390136,-0.0127553,8.26289e-4,0.0424633,-0.018068,-0.0071838
"NA19720",MXL,AMR,male,-0.01396,-0.0067819,0.0389769,0.0693348,-0.0112799,-0.0153198,-0.00197123,0.0211595,0.0175152,-0.0103776
"NA19722",MXL,AMR,female,-0.0121186,0.00863962,0.0291983,0.0344221,0.00349771,-0.0371927,0.00415242,0.0235808,-0.0199085,-0.0324326
"NA19723",MXL,AMR,male,-0.0117825,0.0153752,0.0217291,0.0145728,-0.0131824,-0.015698,0.00516828,0.0289635,-0.0261546,-0.0297571
"NA19725",MXL,AMR,female,-0.0108231,0.00809757,0.0234204,0.0207688,-0.0190935,-0.0188185,0.00116921,0.0397443,-0.00273666,0.0150231
"NA19726",MXL,AMR,male,-0.0118926,0.00343927,0.0312313,0.0410416,-2.94788e-5,-0.0160504,0.0108604,0.0204886,-0.0258658,0.0341132
"NA19728",MXL,AMR,female,-0.0136901,-0.0121878,0.0379949,0.0835148,-0.00145676,-0.00106798,-0.00527968,-0.0119877,-0.0105507,0.00311079
"NA19729",MXL,AMR,male,-0.0160903,-0.00721593,0.0385912,0.0726573,-0.00347021,-0.00190375,-0.00667175,-0.0169013,-0.0132482,0.00421055
"NA19731",MXL,AMR,female,-0.0152194,-0.0107286,0.0404049,0.0933862,0.00681716,-0.010463,-5.70135e-5,-0.0191757,-0.0095613,0.0294067
"NA19732",MXL,AMR,male,-0.015175,-0.0122962,0.0415535,0.0859561,-0.0033673,0.00130805,1.10579e-4,-0.00355108,-0.0123905,0.0298919
"NA19734",MXL,AMR,female,-0.0117808,0.00612049,0.0269147,0.0324171,-5.44626e-5,0.0147937,-0.0109162,-0.0241447,-0.0200257,-0.0229323
"NA19735",MXL,AMR,male,-0.0159449,-0.0132136,0.037174,0.0932492,-0.00255087,-0.00165636,-0.0138555,-0.0203486,0.0219134,0.020036
"NA19740",MXL,AMR,female,-0.0122532,-0.0066974,0.0355508,0.0625187,0.00978221,0.0239564,-0.01494,-0.0166185,-0.00661346,-0.0150163
"NA19741",MXL,AMR,male,-0.0134875,-0.00955475,0.0364183,0.076834,-0.00718673,0.00435542,0.00257993,-0.0297258,0.00326488,-0.0207265
"NA19746",MXL,AMR,female,-0.0139707,-0.00357761,0.0318126,0.0601783,0.00179019,0.00963398,-0.00514913,-0.00263296,-0.0249841,0.0257721
"NA19747",MXL,AMR,male,-0.0122888,1.04338e-4,0.0316234,0.055716,0.00295138,0.00666412,0.00242935,-0.00907018,-0.0173809,-0.0200062
"NA19749",MXL,AMR,female,-0.00968855,0.0115757,0.0149239,0.00593901,9.86492e-4,0.014992,-0.0124665,-0.00487384,-0.0142409,0.00314481
"NA19750",MXL,AMR,male,-0.00988417,0.0126541,0.0234596,0.013694,-3.80451e-4,0.0154844,-0.0195829,-0.0214953,-0.0322601,0.00495731
"NA19752",MXL,AMR,female,-0.0128716,0.00863297,0.0249788,0.0297453,-0.00102309,0.0182897,-0.025795,-0.00990315,0.0309497,-0.00261939
"NA19755",MXL,AMR,female,-0.00826368,-0.00432306,0.0315623,0.055553,0.00204446,0.00127155,-0.0132173,1.65696e-4,0.00760826,0.0095378
"NA19756",MXL,AMR,male,-0.00674768,0.00200309,0.022347,0.0308651,-0.0151556,-0.00604868,0.00644081,-0.00538848,0.00549944,0.0195448
"NA19758",MXL,AMR,female,-0.0145209,-0.0075954,0.0337792,0.066074,-0.00750198,2.13223e-4,-0.00245826,0.00119682,-0.0156888,0.00232826
"NA19759",MXL,AMR,male,-0.0097428,-0.00348036,0.0298259,0.0576376,-0.0154391,0.0107389,-0.00211947,-0.00453352,0.00290153,0.00538593
"NA19761",MXL,AMR,female,-0.00966068,-6.96828e-4,0.0313388,0.0489337,0.0198701,-0.00360984,-0.00487354,-0.00744995,-0.0267018,0.0195397
"NA19762",MXL,AMR,male,-0.00751246,0.00117053,0.0267616,0.0463776,-0.00460897,-0.00198295,-0.0247444,5.16817e-5,0.02187,-0.0179524
"NA19764",MXL,AMR,female,-0.0101697,0.0083486,0.0261663,0.0272298,0.0126844,0.0128497,-0.0229482,0.00395564,-0.00282757,-0.00147555
"NA19770",MXL,AMR,female,-0.0104495,0.00712599,0.0250582,0.0273693,-0.00209853,0.0024958,-0.0212622,0.0159028,0.0128143,0.00730223
"NA19771",MXL,AMR,male,-0.0115132,0.00652033,0.0251144,0.0276675,-0.0148579,0.0129446,-0.0237056,0.0057097,0.0343943,0.00211408
"NA19773",MXL,AMR,female,-0.0115559,0.0141187,0.0215154,0.015955,-0.00379735,0.0154224,-0.0256598,-5.76183e-4,-0.0011344,-0.00439087
"NA19774",MXL,AMR,male,-0.00584465,0.00818481,0.0202451,0.0237165,0.00124667,0.00407292,-0.0166055,-0.0116318,-0.00918235,0.0224182
"NA19776",MXL,AMR,female,-0.00506618,0.0108709,0.0166766,0.0211777,0.00832077,0.00797942,-0.00813726,0.0130255,-0.0258356,-5.91152e-5
"NA19777",MXL,AMR,male,-0.00823056,0.00517392,0.0248012,0.0310236,0.00752698,0.00218256,9.39033e-4,0.0144036,-0.0491174,0.0417178
"NA19779",MXL,AMR,female,-0.00861735,0.017433,0.0177486,0.0053135,-0.00400159,0.0208426,-0.0206188,0.0215086,0.0027123,0.0233762
"NA19780",MXL,AMR,male,-0.00844272,0.0118453,0.0247696,0.0231788,-0.00195507,-0.00480825,-5.78263e-5,0.00874134,-0.00727885,0.0234993
"NA19782",MXL,AMR,female,-0.0109479,0.0125228,0.0230253,0.0298843,1.18588e-4,0.00716797,-0.00830578,-0.00444293,-0.0278158,0.00978562
"NA19783",MXL,AMR,male,-0.0113067,0.00452843,0.0295606,0.0438318,0.00962264,0.00777158,-0.00304149,0.0182393,-0.0226129,0.0314593
"NA19785",MXL,AMR,female,-0.0112166,-0.00728458,0.0331137,0.0634858,-0.00934954,-0.0106515,-0.0105751,-3.82112e-4,0.0429139,0.0170661
"NA19786",MXL,AMR,male,-0.0111658,0.00212808,0.0295968,0.045771,0.00289547,0.00129918,-0.0163252,0.0089934,0.00886816,-0.0252404
"NA19788",MXL,AMR,female,-0.0119457,-2.64715e-4,0.025129,0.05123,-0.00565959,-0.00202837,-0.00423103,0.0158271,0.0161993,0.0179831
"NA19789",MXL,AMR,male,-0.00808542,0.0129452,0.0252957,0.0253377,-0.0213871,0.0158831,-0.0116908,0.00419508,-0.00573968,-0.0218571
"NA19792",MXL,AMR,male,-0.0102651,0.0114967,0.0176443,0.0201347,0.00889408,0.0231327,0.00405112,0.00532869,0.00875926,-0.0030323
"NA19794",MXL,AMR,female,-0.0122933,0.0137151,0.0213975,0.0207182,0.00143498,0.023675,-0.00801204,-0.0198673,-0.00954134,0.0305772
"NA19795",MXL,AMR,male,-0.0105659,0.00669833,0.0243672,0.0388162,0.0105687,0.0099136,-0.0220825,-0.0167859,0.0165777,0.00465815
"NA19818",ASW,AFR,male,0.00709181,0.0136223,0.00908397,-0.0114048,-0.0116588,-0.026819,0.0165327,0.00270962,0.00739899,0.0075367
"NA19819",ASW,AFR,female,0.016135,0.00960984,0.00852202,-0.00884585,-0.00382024,-0.0271255,0.0199598,0.0174357,-0.0150653,0.0183832
"NA19834",ASW,AFR,male,0.0251327,0.00145165,0.00419953,-0.00925061,-0.00329131,-0.0269891,0.00834835,0.0123003,-0.0147265,0.0173174
"NA19835",ASW,AFR,female,0.0260876,0.00210854,0.00508601,-0.00622233,-0.010345,-0.031289,-0.0105798,0.0111151,0.0153657,-0.0042269
"NA19900",ASW,AFR,male,0.0272736,2.89564e-4,0.0043989,-0.00365033,-0.021279,-0.0213502,0.00755567,0.029265,0.0182102,-0.00208963
"NA19901",ASW,AFR,female,0.0306768,-0.00163179,0.00198055,-0.00204913,-0.0184751,-0.0231371,0.0105563,0.0220088,0.00952087,0.0251238
"NA19904",ASW,AFR,male,0.0324889,-0.00434566,0.00257568,-1.18398e-4,-0.00401209,-0.024637,-0.00185391,0.0243825,-0.0135153,-0.0100474
"NA19908",ASW,AFR,male,0.0318249,-0.00345588,0.00570459,-0.0049642,-0.0163857,-0.027238,0.00429401,0.0148308,-0.00714327,1.22795e-4
"NA19909",ASW,AFR,female,0.0271589,0.00127987,0.00269436,-0.00637436,-0.0123205,-0.0260914,0.0102767,0.0238011,-0.00636676,-0.0139737
"NA19913",ASW,AFR,female,0.0290434,-0.00232811,3.06843e-4,0.00154593,0.00781858,-0.00938289,0.00787329,-0.00203988,-0.0199995,-0.0359752
"NA19914",ASW,AFR,female,0.0167092,0.00447131,0.00438307,-0.00778326,-0.0127689,-0.00741536,-0.0101123,0.00642884,0.0277801,0.0261922
"NA19916",ASW,AFR,male,0.0296235,7.17924e-4,0.00312933,-0.00211972,-0.0217054,-0.0288996,0.0038231,0.0179058,0.0288658,0.0170001
"NA19917",ASW,AFR,female,0.0317377,-0.00436198,0.00236019,-0.00380416,-0.0127223,-0.0311251,-0.00484451,0.0137915,0.0101816,0.00456143
"NA19920",ASW,AFR,male,0.0266546,0.00230599,0.005729,-0.00622032,-0.0121686,-0.0154402,0.00618403,0.0422795,0.0161807,0.0193226
"NA19921",ASW,AFR,female,0.0156086,0.00515483,0.0111427,-0.00238324,-5.4339e-4,-0.0232553,0.00461412,0.0276107,-0.0187001,0.0171072
"NA19922",ASW,AFR,male,0.0219868,0.00405325,0.00547295,-0.0012162,0.00161117,0.00501128,-0.0187017,-0.0182864,-0.024642,-0.00922403
"NA19923",ASW,AFR,female,0.0154615,0.00625863,0.00425774,-0.00450929,-0.00155386,0.0094988,-0.0310655,-0.035413,0.0387488,0.00342296
"NA19982",ASW,AFR,male,0.027873,-2.09862e-4,0.0033173,-0.00671436,-0.0107357,-0.0284307,-0.00180375,0.00877512,-9.51224e-4,-0.00371553
"NA19984",ASW,AFR,male,0.0182082,0.00897761,0.00557732,9.77853e-5,0.003094,0.00618816,-0.0272046,-0.0108483,-0.00993187,0.0278419
"NA20126",ASW,AFR,male,0.0149561,0.00812213,0.00542256,-0.00127214,-0.0111205,0.00871958,-0.0243884,-0.0157611,0.0274964,0.0248296
"NA20127",ASW,AFR,female,0.0254995,0.00105946,0.0036071,-0.00148374,-0.00766877,0.00111045,-0.0055550799999999996,-0.00483852,0.00526112,0.00582181
"NA20274",ASW,AFR,female,0.00553942,-0.00565476,0.0186356,0.0310774,-0.00786305,-0.012587,0.00488267,-0.0197978,-0.0139748,-0.0271459
"NA20276",ASW,AFR,female,0.0187808,0.00633242,0.00333864,-0.00818057,-0.00199421,0.00246015,-0.0175709,-0.0246088,0.0169033,-9.8551e-6
"NA20278",ASW,AFR,male,0.011571,0.012778,0.0066888,-0.00741803,-0.018231,0.00253094,-0.0194152,-0.0148999,0.0401927,0.0026343
"NA20281",ASW,AFR,male,0.0313739,-0.00198444,0.00279795,-6.48599e-4,-0.00175081,-0.00947967,-0.0139052,0.00231205,0.00249127,-0.006136
"NA20282",ASW,AFR,female,0.0156855,0.00918982,0.00524684,-0.00204375,-3.61096e-4,0.00421438,-0.00867022,-0.00884184,0.00340307,0.0115388
"NA20287",ASW,AFR,female,0.0315358,-0.00228907,0.00325852,4.58954e-4,8.70187e-4,-0.00462805,4.89078e-4,-0.00676993,-0.0302159,0.00307664
"NA20289",ASW,AFR,female,0.0220259,0.00346833,0.00469984,-0.00333449,-0.0101284,-4.34452e-4,-0.0115153,-0.0112143,-0.0164828,-0.0172844
"NA20291",ASW,AFR,male,0.033705,-0.00402932,0.00203945,-9.38814e-5,-0.0176985,-0.0155979,0.00288485,0.0131889,-0.0345184,-0.00667502
"NA20294",ASW,AFR,female,0.0344238,-0.00712232,0.00515877,-0.00148342,-0.00141128,-3.4993e-4,-0.00545347,-0.00187556,-0.0345952,0.00627447
"NA20296",ASW,AFR,female,0.0287253,-5.15761e-4,0.00225639,2.88335e-4,0.00607585,0.00245135,-0.00687595,-0.00544109,0.0133229,0.00771317
"NA20298",ASW,AFR,male,0.0310343,-0.00321915,-2.54012e-5,-0.00121482,-0.0040452,0.00824067,-0.0299766,-0.00582553,0.00193839,-0.0106323
"NA20299",ASW,AFR,female,0.00767857,-0.00255143,0.014756,0.0293602,-0.0166755,0.00275103,-0.00988334,-0.00698628,0.0101041,0.00346943
"NA20314",ASW,AFR,female,-0.0136239,-0.00350931,0.0342536,0.0561492,-0.00808098,-0.00402496,-0.00237761,-0.0217216,0.00676755,0.0298461
"NA20317",ASW,AFR,female,0.0232029,0.00462792,0.00435375,-0.00745765,0.00347816,0.00594518,-0.00557339,0.00110607,-0.0247545,0.00594954
"NA20318",ASW,AFR,male,0.0244392,-7.55801e-4,0.00611879,0.00418991,0.0083117,0.00451436,0.00694012,-4.80972e-4,-0.0137805,-0.0392803
"NA20320",ASW,AFR,female,0.0297369,-0.00141423,-0.00242407,-0.00265988,0.0128621,-0.00195666,4.03535e-4,2.32481e-4,-0.0159234,-0.0153228
"NA20321",ASW,AFR,female,0.0240737,0.00272564,0.00173162,-0.00259551,0.00693797,2.35859e-4,0.00208476,-0.00584472,-0.0191572,-0.0217797
"NA20332",ASW,AFR,female,0.0276553,-1.48569e-4,0.00435342,-0.00428428,-0.00274717,-0.00271893,-0.0447627,-0.0106561,0.00871388,0.0117429
"NA20334",ASW,AFR,female,0.0108233,0.0114185,0.0065335,-0.00489238,0.00286327,0.00240456,-0.0163749,-0.00900961,-0.0298687,-0.011349
"NA20339",ASW,AFR,female,0.0348135,-0.00316471,-7.98032e-4,0.00228424,-0.00518657,-0.00277877,-0.0236818,-0.0184815,0.00615572,8.28108e-4
"NA20340",ASW,AFR,male,0.0294628,2.35978e-4,0.00704059,-0.00483638,-0.00621868,-0.00744883,-0.0140682,-0.0251053,-0.0120812,-0.01049
"NA20342",ASW,AFR,male,0.0118047,0.00991168,0.0119137,-0.00638029,0.00260817,0.00662734,-0.00705741,-0.0178843,-0.0266088,0.00253323
"NA20346",ASW,AFR,male,0.0316834,-7.84178e-4,0.00199512,-0.00212767,0.0014602,-4.5562e-4,-0.0088618,-0.0153691,-0.00959252,-0.0024074
"NA20348",ASW,AFR,male,0.0308649,-0.00189435,0.00414294,2.87441e-4,-0.00610322,-0.00869211,-0.00551846,0.00674795,0.0021143,-0.00145143
"NA20351",ASW,AFR,male,0.0179774,0.00727561,0.00554548,-0.00512685,0.0112476,0.00290495,-0.00155112,-0.0251134,-0.0279955,-0.0127177
"NA20355",ASW,AFR,female,0.0221491,0.00479723,0.00229733,-0.00227506,0.0114598,0.00216806,0.00873383,-0.010933,-0.0278773,-0.0249128
"NA20356",ASW,AFR,male,0.0285548,-0.00304924,0.00136557,0.00221215,-0.00693522,-0.0069223,-0.0108617,5.84957e-5,-0.033483,-0.00660013
"NA20357",ASW,AFR,female,0.0291886,8.89421e-5,0.00244192,-0.00360415,0.0100183,-0.00120432,-0.0252301,0.00185407,-0.00391243,-0.0144152
"NA20359",ASW,AFR,female,0.0238028,0.00327417,0.00552773,-0.00520546,0.00629653,0.0163339,0.0112718,-0.00738098,-0.0145718,0.0124127
"NA20362",ASW,AFR,male,0.0261944,0.00192883,0.00294982,-0.00251047,0.00429474,0.0209439,0.016446,-0.0195943,0.00836685,0.00706188
"NA20412",ASW,AFR,female,0.0251831,0.00206754,0.00233864,7.37072e-4,0.00715117,0.00211885,-0.0189873,-0.0197677,-0.012885,-0.00126293
"NA20502",TSI,EUR,female,-0.0101827,0.0281026,0.00911891,-0.0165245,2.88269e-5,0.0256737,-0.028292,0.00108926,-0.0106495,9.19278e-4
"NA20503",TSI,EUR,female,-0.010688,0.0262838,0.0126212,-0.0180891,-3.73161e-4,0.0330077,-0.0322412,0.00927587,-9.55044e-4,-0.0437247
"NA20504",TSI,EUR,female,-0.0105262,0.0255458,0.0068046,-0.0160686,0.0139894,0.0182949,-0.00275738,0.00855115,-0.00572417,0.00192236
"NA20505",TSI,EUR,female,-0.00882076,0.0272781,0.00682832,-0.0150282,-0.00380422,0.0266009,-0.00589994,0.00354105,-0.0185054,-0.0320152
"NA20506",TSI,EUR,female,-0.00996416,0.0265559,0.00775269,-0.0185571,0.00566597,0.0276095,-0.00793627,0.0120018,-0.0295142,-0.00214649
"NA20507",TSI,EUR,female,-0.0103341,0.0275534,0.00730911,-0.0128446,0.00263732,0.035714,-0.0265959,0.00842827,-0.00114652,-0.00754686
"NA20508",TSI,EUR,female,-0.00985752,0.0262106,0.00830051,-0.0173849,0.00919119,0.0291554,-0.0109943,3.56718e-4,-0.0284761,0.00999085
"NA20509",TSI,EUR,male,-0.0105659,0.026995,0.0120422,-0.0165361,0.0112744,0.0377194,-0.0310142,0.0178429,0.0156977,0.0028
"NA20510",TSI,EUR,male,-0.00924146,0.0244269,0.00714844,-0.0129707,0.00867625,0.0242452,-4.46061e-4,0.00834251,-0.0338463,-0.0208181
"NA20511",TSI,EUR,male,-0.0100902,0.0279658,0.010095,-0.0159816,0.015004,0.0144754,-0.0254927,0.0168312,0.00864889,-0.00409296
"NA20512",TSI,EUR,male,-0.0106528,0.0289891,0.0106721,-0.0118865,0.00659058,0.0309938,-0.00791887,0.00468295,0.00313883,0.016217
"NA20513",TSI,EUR,male,-0.0096663,0.0250697,0.00943674,-0.0145993,-0.00145228,0.0336027,-0.0333028,0.0190401,0.0258534,3.98189e-4
"NA20514",TSI,EUR,female,-0.010863,0.0277648,0.012625,-0.0197989,0.00743977,0.0356162,-0.0217756,0.0130158,0.0192658,0.0186144
"NA20515",TSI,EUR,male,-0.0106779,0.0263455,0.0100223,-0.0172752,0.00811457,0.0250918,-0.0198514,0.0132686,-0.0125856,-0.00618588
"NA20516",TSI,EUR,male,-0.0103879,0.027623,0.0103061,-0.0167225,0.0112105,0.0256266,-0.0240185,0.0107287,-0.00394371,-8.27606e-4
"NA20517",TSI,EUR,female,-0.009106,0.0270005,0.00748216,-0.0151354,-0.0153521,0.0297589,-0.0225919,0.00769036,0.0172658,-0.0524599
"NA20518",TSI,EUR,male,-0.0106144,0.0257865,0.00918653,-0.0188353,-0.00372335,0.0329205,-0.0241506,-0.00385,0.0332315,0.00313991
"NA20519",TSI,EUR,male,-0.0101231,0.0297455,0.0108617,-0.0226578,0.0129046,0.038963,-0.0206756,0.00918483,-0.0309776,-7.46598e-4
"NA20520",TSI,EUR,male,-0.00892811,0.0277237,0.00912069,-0.0153675,-0.0125475,0.0237397,-0.0312205,0.00151357,0.0396504,-0.0200786
"NA20521",TSI,EUR,male,-0.00940421,0.0281747,0.011368,-0.0185141,0.0139,0.0259763,-0.0115396,0.00611713,-0.0308143,-0.0172711
